praf,pmek,plcg,pip2,pip3,p44_42,pakts473,PKA,PKC,P38,pjnk
18.8,8.74,1,7.1,11,5.52,20.5,523,14.5,25,59.4
36.2,10.8,47.8,53.3,5.73,8.9,26.2,965,2.33,13.7,51.9
3.46,2.39,6.49,23.9,18.3,132,189,644,10.7,31.6,61.5
47,25.9,19.3,16.1,1,17.8,98.2,2839,12.9,24.4,37.2
7.37,11.1,12.7,107,9.14,13,23.7,644,22.7,39.2,49.1
17.9,12.3,1.02,10.6,11.4,2.23,29.4,474,8.66,2.33,12.1
19.6,18.9,18.1,38.2,23.3,4.7,27.6,851,10,34.6,49.1
17.9,19.8,41.4,191,18.8,3.72,27.4,372,10.1,21.7,29.7
12.6,16.3,15.5,62.6,19.1,28.6,47,483,6.32,20,43.7
75.7,57.3,23.3,202,36.5,4.7,12.4,441,12.5,23.3,70.4
113,66.7,46.6,433,59.9,18.4,31.9,851,22.3,38.2,40.7
120,53.3,5,12.1,11,114,160,991,4.57,25,40.7
35.5,25,13.9,103,15.1,15,22.7,594,12.1,19.8,33.7
33.1,22.7,4.22,3.08,12.5,60.4,107,1358,7.7,6.55,30.5
15.3,7.17,19.8,22.9,7.91,14.5,38.9,644,21.7,45.7,110
14.1,22.3,15.3,343,40.7,28.6,47.4,334,7.3,52.3,115
28.1,24.8,20.9,23.7,6.38,12.5,27.1,414,13.1,27.6,32.8
28.1,11,36.2,37.2,28.1,101,149,1263,15.8,28.1,69.8
8.13,18.3,19.6,21.5,11.5,29.4,50.5,349,5.62,18.6,31.1
11.2,49.6,26.4,44.5,33.7,26.9,47.8,382,7.99,26.4,40.3
28.4,22.3,36.5,33.1,11.2,35.9,56.2,294,16.5,30,67.3
25.7,15.3,35.2,38.2,2.05,36.5,56.2,588,9.56,21.3,40
16.5,14.7,23.1,17.3,1.06,76.4,150,2054,13,29.4,47.4
11.7,15.5,28.1,33.4,9.65,38.9,50.5,604,4.14,9.47,43.7
124,73,18.6,30.2,8.2,11.9,29.7,403,27.9,64.9,112
23.9,14.6,11.9,233,43.7,71.7,92.2,1395,7.84,40,52.8
20.7,15.4,59.4,193,58.3,76.4,115,359,11.3,20.4,34
17.2,12.3,17.3,178,31.9,32.5,48.3,496,16,34,28.1
23.5,8.58,25.7,33.7,15,119,281,1670,12.2,29.4,32.8
13.7,18.6,15,106,9.47,8.9,18.9,583,11.5,18.3,31.6
119,37.2,67.9,528,92.2,54.7,73,385,11.1,40,37.5
14.3,11.9,46.1,69.2,72.3,42.9,75.7,717,7.37,18.1,49.1
66.7,31.1,12.1,213,10.2,44.9,51.4,279,6.98,21.9,39.2
26.7,19.1,18.9,22.1,7.91,25.3,36.2,328,4.29,2.23,13.3
22.7,16.1,14.5,70.4,15,19.6,22.3,692,10.6,31.6,27.6
26.2,17.2,7.17,106,16,9.73,15.7,578,13.8,26.7,89
33.1,17.9,12.9,158,27.4,82.8,146,1499,12.1,20.7,37.5
17.3,8.66,2.92,9.22,3.72,52.3,97.3,1358,13.5,19.6,30.2
8.74,20,7.23,319,32.5,31.9,71,3106,12.2,17.5,51.9
20.7,3.79,53.8,229,46.1,20.4,29.7,426,12.4,26.7,63.2
73,63.2,32.2,28.6,6.15,67.9,112,2890,16.4,24.4,64.4
18.4,10.6,2.27,1.11,509,35.5,62.1,588,6.92,21.5,59.4
38.2,34,13.2,20.5,11.9,4.91,12.7,441,22.5,30.2,73
11.2,22.7,12.2,139,10.1,12.7,26.9,547,31.9,41.4,52.3
66.7,42.6,16.7,10.5,4.45,28.6,39.6,302,33.7,50.5,77.7
1.01,1,1.73,4.96,5.83,42.6,70.4,509,16.4,26.7,47.4
9.31,11.3,27.6,20.7,5.57,100,202,2017,8.51,15.3,26.2
22.1,6.67,8.98,168,9.22,15.4,34.9,547,15.4,47,66.1
21.5,11,10.2,209,16,13.5,19.5,583,28.6,42.9,79.9
45.3,18.6,28.4,45.3,12.9,213,337,4255,9.39,8.06,35.2
20.7,15.7,18.6,114,30.5,31.1,50.9,385,11.9,26.7,53.3
82,61.5,18.9,30.5,2.97,57.8,119,1762,11.4,15.3,42.2
15.1,14.5,10.7,10.7,2.35,32.8,55.7,334,7.99,16.1,34.6
17,14.9,24.4,29.2,13.5,64.4,103,1334,16.5,42.6,63.2
24.6,32.2,22.3,23.9,6.26,104,188,2788,10.2,25.9,53.3
23.9,15.1,26.9,19.5,3.4,5.67,21.5,692,15,35.5,45.3
28.9,16.1,13.2,62.6,21.7,21.3,31.3,519,8.35,18.3,15.5
70.4,55.2,9.14,16.3,10,37.5,55.7,422,10.9,23.9,32.8
20.9,11.4,26.4,26.7,14.7,32.5,60.4,514,16.5,20.7,40
89,67.3,16,24.1,5.09,27.4,36.8,470,19.1,21.1,31.1
12.9,4.14,17.5,13.1,10.3,3.34,33.1,710,10.7,37.9,81.3
19.5,4.53,66.7,297,66.1,46.6,62.6,461,47.8,82,106
17.3,13.8,29.7,313,41.8,35.9,48.3,445,11.7,35.2,73.7
74.3,42.2,24.1,28.6,7.57,18.4,37.9,552,22.5,39.6,47.8
22.1,24.1,27.4,400,32.8,196,274,931,16.7,24.4,40
18.3,20.9,49.6,114,25.7,38.5,52.8,449,18.3,26.9,45.7
50,50,58.8,379,80.6,14.3,18.4,496,6.67,13.8,14.6
38.9,9.91,35.5,93.9,21.9,8.51,54.7,1186,5.73,34.6,38.5
25,10,17.2,17,3.31,34.6,46.6,281,9.65,17,48.7
22.5,14.3,13.1,122,20.9,35.9,71.7,1186,9.82,30.5,28.1
13,26.7,28.6,33.4,16.1,64.4,118,1046,12.4,37.5,147
17.2,15.1,29.7,453,48.3,33.7,47.8,1263,40,78.4,121
9.73,3.05,30.5,30.2,10.4,15,57.3,1144,11.1,20,49.6
21.5,37.9,22.3,24.4,6.44,37.5,55.7,429,5.78,27.4,52.3
11.2,13.2,17.6,7.04,13.8,32.5,46.1,410,2.57,64.9,3.31
3.96,13.7,12,123,13.2,35.2,53.8,615,3.43,23.1,35.2
25.7,8.58,25.3,27.6,8.74,28.6,37.5,426,11.2,26.2,32.2
16.8,18.3,56.7,567,79.1,43.3,65.5,737,16.8,19.1,25
71.7,58.3,69.2,523,61,16.4,29.7,542,21.9,41,59.9
48.3,47,18.4,14.5,3.11,15.8,60.4,2227,8.9,24.4,39.2
21.9,2.76,22.9,125,14.1,15.5,26.9,392,37.5,70.4,145
7.3,16.8,12.7,202,16.7,28.9,49.1,594,5.05,30.2,28.1
19.1,10.4,12.1,195,13,97.3,151,1843,9.73,33.7,37.9
20.7,12.2,12.6,22.5,17.2,96.5,127,1155,6.55,31.3,45.7
30.2,17.9,66.1,276,66.7,50,76.4,673,29.7,56.7,74.3
22.3,22.7,12.7,64.9,6.98,38.5,77.7,2350,8.98,18.1,45.7
30,20.7,20,17.8,12.1,3.96,17.3,407,10.9,26.2,66.7
26.2,4.14,11.5,15,10.3,12.1,21.9,578,15.1,30,53.3
27.9,14.3,9.65,14.3,7.84,19.6,33.1,331,5.94,18.9,26.4
20.9,5.52,23.5,292,56.7,158,257,1794,16.3,41,45.7
16.3,20,16.1,25.3,1.45,55.2,78.4,505,10.4,18.9,44.5
13.7,13,25.5,28.6,8.74,16.4,41.4,466,13.3,31.9,50.9
16,17.2,11.5,21.7,9.39,129,209,1860,12.1,14.9,36.5
22.7,19.6,26.2,26.7,18.9,16.8,30.5,615,13.3,25,39.6
36.8,14.5,17.5,23.5,9.06,9.31,41.4,1298,44.9,71.7,119
8.06,15.7,27.9,31.3,9.47,14.2,36.8,851,9.82,15.4,37.2
31.6,49.6,9.22,167,23.7,84.3,103,311,5.47,15.3,23.1
58.8,11.4,80.6,491,61.5,21.5,47.4,882,13.5,27.1,27.1
18.4,11.5,5.62,15.8,9.82,4,17.8,523,28.4,58.8,126
40,23.7,2.15,60.4,8.28,23.9,45.7,284,8.35,7.3,43.3
12.7,15.8,16.4,13.1,3.34,21.9,46.1,461,9.14,20,28.1
25.3,3.96,8.82,5.14,4.78,18.8,37.9,723,35.9,76.4,186
19.6,18.6,56.7,422,79.1,4.53,8.98,209,6.32,11.2,24.6
29.7,26.2,10.8,25.9,13.7,19.5,30.2,843,3.68,18.8,48.7
16.7,9.82,20.2,372,57.8,65.5,89,362,8.43,15.4,40.3
10.3,11.8,13.7,85.8,20,45.3,77,1186,13.7,20.2,33.1
16.1,10,19.3,23.9,11,123,205,956,18.6,37.5,59.4
20.4,17.6,18.4,20.7,3.13,13.6,27.4,806,13.8,33.7,70.4
8.82,6.38,17.9,15.1,3.75,35.9,50.9,445,37.5,46.1,34.6
73,67.9,35.2,63.2,18.9,42.2,66.1,523,13.9,21.9,14.1
22.1,21.7,16.4,18.8,2.57,11.2,24.6,594,8.51,24.4,38.5
33.4,14.6,9.73,157,13.6,28.4,47.8,478,6.85,12.9,16.5
27.1,7.84,57.8,276,44.9,30.2,53.3,519,13.3,32.2,77.7
25.9,16.1,13.6,16.1,15.7,29.4,44.9,599,3.49,32.8,41
76.4,50.5,5.99,13.5,15,36.5,63.8,509,12.7,19.3,34.3
23.5,7.99,22.7,34.3,11.4,153,276,2017,5.67,35.5,39.6
20.5,8.43,20.9,23.3,8.66,33.4,54.2,311,9.56,21.1,25.5
30,17,29.4,31.9,5.05,13.8,23.7,267,14.2,30.5,27.1
27.6,9.65,5.62,10.4,8.35,38.9,73.7,1286,10.6,19.5,37.5
13.8,12.3,24.8,20.7,7.3,39.2,57.8,426,13.7,26.7,35.5
16.3,20.9,51.9,66.1,37.9,7.17,18.8,626,16.3,43.3,31.1
76.4,70.4,21.1,25.7,5.33,38.5,62.1,483,15.4,16.3,44.1
21.7,22.5,21.9,29.7,7.57,37.5,69.8,723,7.57,17.3,18.6
22.3,7.7,38.9,75,8.2,2.33,18.8,422,42.2,61.5,73
14.5,40,12.7,143,34,62.1,109,1144,9.56,24.8,40.3
61,42.6,18.1,27.9,4.66,10.3,16.5,337,37.5,73,119
30.8,23.1,74.3,410,65.5,77,163,1219,16.1,20.7,39.6
1,5,8.9,184,19.1,7.57,27.6,588,1.43,98.2,7.7
27.4,15.3,19.5,29.2,9.39,64.9,87.4,764,6.85,34.3,20.5
13.1,16.7,57.3,379,56.7,84.3,181,1486,10.4,25.3,30.8
20.7,7.77,23.1,55.7,12.9,93.9,176,1512,34.3,38.9,64.9
7.91,12.7,9.91,22.3,7.64,32.8,48.3,302,8.51,21.7,39.6
10.9,18.4,18.3,10.6,5.52,40.7,60.4,343,8.51,20.5,34.6
15.1,10.7,10.1,78.4,9.91,19.3,38.2,692,389,542,110
17.3,12.6,24.6,30,6.98,16.3,26.2,372,18.6,32.2,38.9
175,43.3,29.4,41.4,16.8,1.96,10.1,213,5.09,4.66,4.22
41.8,39.6,12,126,11.1,7.37,24.4,528,17.8,33.7,57.3
41.8,16.1,28.6,25,8.82,18.4,31.3,483,11.5,38.2,76.4
16.7,12.7,14.7,77.7,13.2,5.99,42.6,441,8.66,25.9,44.1
79.9,167,14.7,22.7,7.43,13.6,27.9,588,10.6,9.56,16.8
16.8,16.5,25,20.9,7.91,53.3,85.8,813,20.7,40.7,19.8
15.1,11.8,55.7,129,26.4,31.9,48.7,352,10.4,13.5,22.7
7.43,10.6,13.1,93.1,10.9,42.9,57.3,365,6.26,20.7,38.9
13.9,8.66,14.7,31.6,6.67,93.1,196,2414,10,22.3,24.4
17.3,16.1,13.2,14.7,5.62,12.9,30.8,621,20,42.2,76.4
25.9,17.2,17.8,13.9,4.07,25.5,27.9,382,11.3,23.7,47.8
7.37,14.1,34.3,32.8,9.31,23.7,40.3,610,30.5,60.4,114
20.4,16,54.2,86.6,42.9,99.1,170,1963,12.1,20.9,29.2
14.3,15.8,32.5,32.2,18.3,6.67,16.5,1000,11.1,17.8,36.8
19.1,13.2,24.4,147,14.6,66.7,93.1,757,12.6,43.7,82.8
94.7,50.9,26.4,48.7,13.5,64.9,117,2595,19.5,40.7,62.6
12.5,9.06,14.2,179,23.7,13,30,400,22.5,42.9,59.9
11.7,5.23,24.4,42.6,9.82,42.6,59.4,533,3.65,16.8,44.9
10.3,18.3,23.9,27.4,1.22,24.4,38.2,710,18.8,15,41
12.1,25,5.94,449,45.3,93.9,153,1568,4.29,47,6.49
21.3,13.8,45.3,422,49.6,167,279,2890,16.3,28.6,35.2
51.9,32.2,11.1,175,8.35,73,131,1263,13.9,31.9,32.8
26.2,12.4,21.1,24.4,4.96,114,244,1946,1.25,18.6,4.78
13.7,11.3,27.6,30.2,4.41,12.5,19.6,505,10.6,19.6,48.7
14.5,9.65,5.67,302,20.9,34,55.7,311,13.1,28.6,37.9
8.9,20,23.5,21.7,2.89,1.1,13.9,178,15.7,22.3,39.6
25.3,7.57,22.3,29.2,11,22.7,31.9,267,15.5,29.2,61
34,22.5,93.9,667,73.7,22.9,38.9,433,34.6,54.7,37.5
6.79,5.57,47.8,176,57.8,27.4,45.7,352,17,20,22.1
52.3,31.3,21.9,139,17.5,21.5,33.7,433,16.1,25,29.7
30,17.9,18.1,17.2,2.86,18.3,36.5,445,11.5,22.9,41.4
21.3,22.7,8.35,149,16.1,23.7,38.9,289,20.5,38.5,49.6
11.8,8.35,22.3,24.8,4.83,13.6,13.8,328,5.78,26.9,30
47.4,19.3,22.7,30.8,6.92,30,45.3,562,7.23,31.9,49.1
37.9,12.3,18.4,33.1,13.2,5.38,12.2,588,11.4,22.1,6.92
64.4,44.1,21.7,25.7,4.61,86.6,126,359,9.39,22.5,39.6
28.9,13.1,8.74,58.8,5,8.2,54.7,1094,38.5,113,142
95.6,49.6,23.1,30.5,6.55,22.3,37.5,491,5.52,11.8,33.4
29.4,47,9.47,196,27.9,33.4,52.3,426,44.9,88.2,161
98.2,71.7,18.3,23.1,7.5,28.4,49.1,422,11,22.5,37.9
145,133,40.7,389,73,29.2,34,389,10.4,16,49.6
72.3,49.6,27.6,19.6,8.74,43.3,98.2,2187,1,8.13,40.3
13.6,11.5,80.6,538,70.4,16.8,30.8,757,13.1,26.7,66.1
15.5,5.09,10,142,18.4,22.5,34.6,437,15.5,32.8,67.9
20.2,25.7,12.7,155,18.6,6.67,48.7,453,11.9,24.4,37.5
79.9,48.3,20.9,19.6,2.86,28.9,24.6,457,17.2,24.4,104
2.97,6.98,15.5,103,10.6,34.3,50.9,382,10.9,19.8,30.2
16.1,18.6,28.4,143,13.3,47.8,69.2,445,56.7,149,337
20,19.3,14.5,28.4,10.3,24.1,53.8,284,9.82,31.3,52.3
25.9,18.8,6.61,20.7,8.43,14.5,33.4,594,6.32,12.2,1
21.5,10.6,3.22,2.44,7.43,29.7,43.3,372,6.49,14.9,23.1
14.9,14.7,24.6,34.3,12.5,13.3,17.6,604,13.9,14.1,41
8.58,10.7,98.2,204,58.3,22.9,42.2,343,20.7,52.3,11.2
10.5,15.5,13.5,19.6,1.68,17.6,42.6,667,12.5,33.4,73.7
72.3,62.6,21.7,27.4,15.4,24.1,35.5,281,15,12.2,41
25.7,24.8,20.4,20.4,2.89,6.79,33.1,588,59.9,160,316
12.3,9.65,15.7,30.5,4.57,58.8,86.6,1554,17.2,36.2,31.1
22.9,35.5,16.5,14.9,5.28,53.3,86.6,567,10.4,33.1,24.6
12.5,13.2,10.3,23.9,5.05,86.6,131,1999,11.2,16.7,55.2
44.5,17.9,37.9,64.4,27.4,75.7,147,1065,12.3,19.6,21.5
16.1,26.2,20.2,18.8,5.94,23.5,36.2,379,26.7,40.7,67.9
12,6.15,17.3,44.1,8.82,59.9,93.1,604,15,31.1,49.1
15.8,11.7,19.3,17.8,7.7,47.4,117,2690,45.3,67.3,13.8
14.9,9.56,21.3,29.7,16.1,67.3,113,1241,33.7,58.8,164
24.8,34,13.3,18.4,6.92,27.1,46.1,858,10.7,34.3,39.6
14.2,13.2,11.9,100,5.19,37.9,57.8,757,11.8,19.1,40.3
62.1,47,15.4,22.7,5.78,36.2,49.6,461,12.2,19.6,37.5
10.5,6.98,23.5,35.5,5.23,32.2,53.8,851,14.1,20.2,78.4
