praf,pmek,plcg,PIP2,PIP3,p44_42,pakts473,PKA,PKC,P38,pjnk
109,69.2,13.6,77,5.52,75.7,107,562,19.3,35.9,30.2
62.1,25,59.4,109,31.6,31.1,52.3,947,28.4,49.1,5.67
37.5,19.5,21.9,93.9,31.9,15.8,25.7,352,27.4,34.3,17.8
64.4,22.3,36.5,359,62.6,11.8,21.7,461,13.3,20.9,10.8
30,24.8,16.7,79.1,42.2,16.8,33.1,1346,12,30.5,16.8
35.2,16.1,36.8,47.4,10.5,10.3,14.3,1046,36.8,98.2,62.1
60.4,15.5,13.6,70.4,40.3,8.43,21.3,250,23.7,40,29.7
34.9,31.6,21.9,246,78.4,10.6,34.6,461,37.2,59.4,32.5
47.4,34.6,7.04,33.7,37.5,7.37,10.9,407,31.3,50.9,33.1
18.1,29.2,17.6,40.3,38.5,12.3,16.8,461,6.85,11.5,29.7
52.3,32.5,12.4,50.9,22.3,18.1,32.8,352,8.06,28.9,4.83
66.1,24.6,38.5,123,37.9,13.1,22.3,365,11.4,39.6,92.2
18.6,29.2,13.5,17,13.7,17.9,21.1,346,11,23.5,15.3
38.9,23.3,12.4,27.9,48.3,2.19,12.6,63.8,8.66,21.7,26.9
92.2,16.7,5.62,7.43,27.6,55.2,76.4,784,16,28.6,8.2
139,56.7,51.9,41,47.8,17.9,43.3,1155,11.4,31.1,34.3
92.2,36.5,3.75,113,17.6,24.8,32.2,319,3.85,18.1,23.5
78.4,30.5,19.3,89.8,33.4,4.22,31.9,813,1.58,18.8,54.7
23.9,23.7,28.4,30,7.43,16.8,33.7,223,4.26,41.8,136
92.2,30.8,20.2,21.5,6.1,26.9,51.9,1526,1.78,22.5,84.3
35.9,28.1,12.1,135,25.9,6.26,12.6,429,17.6,27.6,11.2
64.4,18.1,23.7,16.4,3.37,16.3,34,355,9.91,20.9,6.32
82,28.1,13.2,79.9,33.4,8.43,17.8,594,29.7,47.8,83.5
55.2,20.4,25.5,15.7,16.4,23.3,34,319,11.1,27.4,4.37
39.2,26.2,22.5,105,22.7,15.4,24.8,382,33.1,89.8,30
66.1,33.4,48.7,55.2,17.8,11,28.1,679,11.5,23.3,26.4
62.6,23.9,24.8,35.5,8.28,9.82,27.1,441,9.73,27.4,53.8
53.8,15,12.9,67.9,7.17,22.3,38.5,292,1.47,9.39,71
17.5,15.5,25.9,26.4,14.6,15.4,36.5,217,35.5,77,20
53.3,24.1,7.57,86.6,20,23.7,45.7,1027,10.7,20.7,10.2
33.1,17,9.82,26.7,44.1,15.8,25.3,583,17.8,39.6,21.5
71.7,25.9,24.8,104,37.5,20.5,35.5,308,23.3,46.1,31.6
29.4,16.7,18.9,95.6,34.6,13.6,22.5,322,24.1,34.3,12.9
62.1,24.4,8.43,7.5,15.5,8.43,21.3,429,24.6,37.5,24.1
48.7,20.7,15.7,77.7,23.5,12.3,36.8,679,1,85.1,9.47
50.9,18.4,49.6,52.8,23.5,8.9,18.1,491,18.4,39.2,12.5
13,4.37,11.9,41,17.9,7.23,31.1,1486,18.8,46.1,20
50.5,25.7,24.1,17.6,15.5,9.65,20.5,418,4.18,40.7,68.5
38.5,15.8,15.3,47.8,61.5,20.2,25.5,274,10,32.8,14.2
42.2,44.1,7.99,85.8,20,28.9,54.7,441,24.4,34.6,8.82
104,32.8,30.5,97.3,25.9,21.5,35.5,349,15.3,27.1,15.1
110,53.8,25,85.1,31.3,27.1,42.2,267,4.61,47,33.7
34,26.9,17.8,80.6,18.6,24.6,31.9,269,18.6,40.7,14.6
91.4,39.2,15,16,38.5,6.79,21.1,466,22.9,36.5,17
35.5,37.5,4.03,21.9,13.7,4.87,17.3,523,3.55,16.5,69.8
55.2,14.1,28.4,115,37.5,33.1,76.4,1346,14.5,26.9,9.22
37.5,16.4,18.6,41,5.19,2571,3555,4491,14.6,36.2,24.4
42.2,22.9,26.7,28.6,4.78,16.4,25.9,392,28.9,38.5,21.1
49.1,35.2,24.6,115,10.8,42.2,71,704,2.41,19.1,105
67.9,25.9,17.6,16,19.3,9.47,32.2,704,30.5,55.7,40
59.4,39.6,18.9,14.1,16,7.3,23.3,168,31.3,50.5,20.2
34.3,21.9,25.5,64.9,27.4,10.5,31.6,300,8.06,21.3,5.99
164,41,70.4,193,65.5,41.4,49.6,331,24.4,41,12.3
36.5,8.82,24.1,12.9,4.53,16.4,26.4,155,25.9,40.7,19.1
48.7,32.8,1,118,10.3,1.54,14.3,610,2.69,35.5,58.8
76.4,32.2,22.5,89,16.1,11.4,22.5,478,10.7,20.4,3.49
25.7,20.5,28.4,85.8,26.4,47,86.6,470,21.9,36.8,14.5
12,13.7,19.5,15.7,13.2,65.5,111,2091,1,98.2,4.74
112,18.8,19.1,41,6.38,10.9,30,441,16.5,27.9,15
82,55.7,26.9,96.5,13.3,5.42,12.5,449,5.99,15.8,1
47,18.1,16.3,26.4,8.98,19.3,36.2,528,30.5,40.7,10.9
59.9,21.7,26.2,79.1,20.5,19.6,31.1,250,20.7,26.4,12.4
31.1,12.2,3.82,25.9,33.1,6.73,9.56,343,39.6,80.6,39.2
37.5,20,3.89,7.57,14.3,20.9,39.2,302,10.8,28.1,7.57
55.7,16.8,49.6,37.2,18.3,16,24.6,297,19.1,33.1,31.1
8.43,17.8,27.9,103,35.5,8.51,19.6,289,11.1,28.6,16.3
59.4,18.8,13,33.4,44.5,24.6,55.7,1512,34.3,76.4,34
69.8,30.5,33.1,117,55.7,10.6,28.1,806,2.5,23.5,57.8
40.3,15.5,15,63.8,29.4,26.4,43.7,649,11.2,26.2,10.4
38.9,9.82,32.8,47.4,66.1,14.6,28.9,300,11.3,20.9,4.03
31.3,23.5,31.3,155,41.4,6.49,14.2,449,15.4,25.9,16.1
72.3,17.2,24.4,24.8,17.6,7.17,37.5,63.2,2.71,21.1,97.3
48.3,15.5,16.8,167,36.2,11.5,18.6,414,12.4,14.9,13.8
18.6,10.3,63.2,51.4,24.8,7.84,13.9,505,5.78,13.9,71.7
54.2,13.7,20,14.2,25.9,5.28,14.5,34,10.2,25.5,9.06
33.4,13.6,107,176,59.9,26.4,34,284,1.37,18.9,63.2
37.2,16.4,6.1,7.99,12.6,26.4,59.4,1208,14.5,22.1,2.27
43.3,16.4,17.6,24.6,7.3,22.5,25,319,4.1,24.1,5.33
64.9,32.2,7.99,34.3,3.79,3.65,12.2,119,21.1,36.8,22.9
78.4,38.2,11.7,149,21.9,17.5,32.5,286,24.4,45.7,34.6
38.2,13.5,18.6,30.2,12.7,10.8,20.5,375,4.57,40.7,79.1
20.5,15,13.9,135,34.9,2.71,27.6,638,18.6,38.2,13.9
54.2,46.1,24.6,19.6,22.1,18.6,37.5,346,24.1,42.6,32.5
45.3,18.8,16.4,30.8,4.37,18.3,32.2,316,8.2,23.3,24.6
41,21.3,16.1,20.4,10.1,71.7,132,599,37.9,54.7,22.3
46.1,27.9,13.9,17,15.5,17.5,39.6,311,8.66,24.4,1.64
22.3,20.9,6.61,33.1,9.56,6.61,14.9,505,12.7,29.4,12.2
14.2,12.3,18.1,73.7,28.4,6.61,13.6,322,2.79,8.82,39.2
47.8,30.2,14.6,83.5,58.8,9.22,39.6,737,28.6,42.2,22.1
33.7,11.1,23.9,17.8,8.13,9.65,21.5,519,43.7,89,22.9
72.3,26.2,4.03,19.5,46.1,4.57,17.2,655,12.6,27.9,18.4
50.9,22.7,17.5,118,24.4,21.7,32.2,319,7.43,24.4,66.7
126,58.8,167,331,118,9.22,22.5,183,4.49,25.9,95.6
35.2,17.2,26.7,59.4,13.2,4.83,43.7,777,34.3,45.3,16.3
26.4,16,17.5,18.4,11.7,8.43,17.3,441,8.43,25.7,107
69.8,44.5,16.4,188,34.9,42.9,66.7,1114,19.1,48.3,25.3
24.1,17.2,17.6,88.2,15,12.6,29.4,284,18.3,38.9,12.7
4.87,14.5,10.8,195,38.9,20.5,39.6,176,11,22.5,5.88
56.7,24.1,8.35,20.5,31.6,7.5,21.9,461,4.29,13.2,62.1
15.4,26.4,16.4,55.7,15.3,15.4,25,457,7.7,19.3,14.2
46.1,23.5,10.4,73.7,12.5,5.42,14.2,519,17,26.4,18.4
41,18.1,18.3,79.1,15.4,17.5,28.1,365,22.7,34.6,11.2
41.4,30.5,14.2,126,27.6,20.4,43.7,300,14.2,24.8,22.9
65.5,33.7,12.2,14.5,10.2,14.2,28.4,229,5.42,30,94.7
60.4,34,1,491,42.9,41.4,71,638,28.4,42.6,17.6
77,20.7,65.5,56.2,33.7,20.9,35.5,414,3.02,14.2,62.6
63.8,23.7,1,118,10.9,51.4,100,1334,22.9,54.7,17.8
104,38.2,28.1,27.6,86.6,14.3,23.5,474,24.8,27.6,9.73
70.4,38.9,36.5,62.1,19.3,24.4,42.2,349,4.03,10.9,18.8
77.7,79.1,24.1,21.3,17,14.9,25.3,279,18.8,42.2,20.7
78.4,28.6,16.5,150,53.3,12.4,26.2,496,33.4,74.3,29.7
19.8,36.5,21.1,28.1,14.3,18.6,39.6,274,27.1,38.2,6.61
56.2,26.9,20.5,21.5,10.7,24.4,37.9,316,3.89,14.7,77
322,231,15,441,63.2,46.6,72.3,269,51.9,92.2,79.1
46.6,21.3,17.5,56.7,35.9,46.1,75,359,25.9,39.6,16.4
33.4,20.5,24.8,18.8,20,18.8,45.3,743,14.9,26.2,14.2
93.1,33.4,12.6,77.7,26.7,31.9,40.7,294,28.4,66.1,41.8
111,49.1,15.7,11.9,25.3,12.7,25.3,259,3.43,12.3,62.6
33.4,17,30.8,47,64.4,3.62,18.4,437,27.4,35.5,20
33.1,28.9,26.7,22.9,4.66,18.9,41.8,509,13.3,21.3,11.4
50,15.7,34,59.4,85.8,15.4,29.4,449,13.1,34.9,73
52.8,20.7,18.8,20.4,13.2,1.29,8.58,334,20.7,38.2,17.6
90.6,33.4,14.2,21.5,63.2,17.3,34.9,372,11.7,17,12.7
86.6,15.8,20.7,104,19.5,21.1,31.9,229,7.43,38.2,89
40.3,22.5,16.1,20.2,23.7,7.99,20.5,578,22.7,43.3,11.4
18.8,10.3,29.2,262,61.5,36.5,52.3,305,23.1,36.2,15.1
13.7,13.9,19.8,20.9,16.1,4.74,15.8,63.2,33.1,36.8,2.13
60.4,83.5,17.5,16.5,7.91,5.67,18.8,35.9,1.1,19.1,51.9
70.4,23.7,1.72,400,47.8,10.8,29.4,523,46.1,90.6,59.4
27.9,3.62,19.5,25.3,16.4,24.1,39.6,334,6.92,15.7,127
47.8,31.3,15,106,30.5,23.1,29.2,253,1.65,28.6,55.2
29.4,25.9,26.4,35.5,6.15,21.3,41.4,626,23.3,52.8,29.2
86.6,24.4,18.6,17.8,12.6,91.4,173,858,9.73,20,16.7
126,105,23.5,64.4,36.2,7.1,18.4,422,16.8,25.7,18.4
54.2,26.9,15.4,13.5,3.11,18.4,35.5,319,10.6,23.3,15.1
34.6,13.8,9.56,200,25.3,8.28,17,542,9.31,10.6,34
62.1,22.3,16,24.1,22.1,11.2,38.5,649,8.74,19.3,17
60.4,22.1,27.6,21.9,10.1,5.47,20.2,939,18.4,48.7,168
84.3,23.1,18.4,61,21.3,6.79,32.2,723,9.82,28.4,14.1
43.3,22.1,10.8,106,16.1,7.04,13.2,757,5.05,10.7,41.4
66.1,28.4,30.8,198,30,10.1,27.6,426,18.1,31.1,10.6
25.5,13.2,22.3,12.7,32.5,7.91,31.3,385,15.5,30,84.3
32.8,12.6,12.3,17.8,48.3,28.9,51.4,799,10.6,17.3,7.5
19.5,49.6,6.1,16.1,28.1,17.3,31.6,649,20.9,44.9,16.8
46.6,22.1,17.6,27.1,15.4,62.6,99.1,2072,19.3,38.2,25.3
41.4,11.7,89,207,52.8,24.8,43.3,410,1.76,28.6,82.8
42.2,27.6,21.5,67.9,12.3,8.28,15.8,562,21.9,29.7,8.28
62.1,21.7,9.56,6.49,34.3,15.3,23.1,319,11.9,35.5,50.9
103,32.2,10.2,13.2,50.9,5.28,5.62,239,14.5,22.9,5.23
77.7,23.7,24.8,60.4,44.5,21.5,25,289,32.2,83.5,27.1
46.6,15,8.51,120,22.3,6.1,20,478,20.9,36.8,9.65
